PeakID (cmd=annotatePeaks.pl - hg38 -go results/C16_NA_LUT_Up)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
UBE3A	chr15	25563597	25563959	+	0	NA	Intergenic	Intergenic	-124722	NM_000462	7337		NM_000462	ENSG00000114062	UBE3A	ANCR|AS|E6-AP|EPVE6AP|HPVE6A|PIX1	ubiquitin protein ligase E3A	protein-coding
CADM2-AS2	chr3	85877737	85878055	+	0	NA	intron (NM_001375968, intron 3 of 7)	L2c|LINE|L2	-49846	NR_046752	100874037		NR_046752	ENSG00000241648	CADM2-AS2	-	CADM2 antisense RNA 2	ncRNA
MKRN9P	chr12	87870870	87871273	+	0	NA	Intergenic	Intergenic	-86360	NR_033410	400058		NR_033410		MKRN9P	MKRN5|MKRN9|MKRNP6|RNF65|ZNF127L3	makorin ring finger protein 9, pseudogene	pseudo
LOC101927040	chr8	79830078	79830794	+	0	NA	intron (NR_110954, intron 2 of 5)	intron (NR_110954, intron 2 of 5)	41301	NR_110954	101927040		NR_110954	ENSG00000249328	LOC101927040	-	uncharacterized LOC101927040	ncRNA
SLC13A1	chr7	123304625	123305195	+	0	NA	Intergenic	L4_C_Mam|LINE|RTE-X	-104939	NM_001324400	6561		NM_022444	ENSG00000081800	SLC13A1	NAS1|NaSi-1	solute carrier family 13 member 1	protein-coding
RUNX1	chr21	34921238	34921677	+	0	NA	intron (NM_001754, intron 2 of 8)	L1MB3|LINE|L1	-32758	NM_001001890	861		NM_001754	ENSG00000159216	RUNX1	AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha	RUNX family transcription factor 1	protein-coding
LINC03017	chr7	84757235	84757999	+	0	NA	Intergenic	Intergenic	225141	NR_110079	101927378		NR_110079	ENSG00000235139	LINC03017	-	long intergenic non-protein coding RNA 3017	ncRNA
LOC105375972	chr9	9488833	9489653	+	0	NA	intron (NM_002839, intron 8 of 45)	L1MB3|LINE|L1	-310149	NR_135135	105375972		NR_135135	ENSG00000230920	LOC105375972	-	uncharacterized LOC105375972	ncRNA
DCC	chr18	52312213	52313431	+	0	NA	Intergenic	Plat_L3|LINE|CR1	-27375	NM_005215	1630		NM_005215	ENSG00000187323	DCC	CRC18|CRCR1|HGPPS2|IGDCC1|MRMV1|NTN1R1	DCC netrin 1 receptor	protein-coding
GK	chrX	30627660	30628484	+	0	NA	Intergenic	Intergenic	-25287	NM_203391	2710		NM_000167	ENSG00000198814	GK	GK1|GKD	glycerol kinase	protein-coding
CD180	chr5	67293213	67294406	+	0	NA	Intergenic	Intergenic	-97010	NM_005582	4064		NM_005582	ENSG00000134061	CD180	LY64|Ly78|RP105	CD180 molecule	protein-coding
CADM2	chr3	84967872	84968834	+	0	NA	intron (NM_001381964, intron 2 of 10)	intron (NM_001381964, intron 2 of 10)	9364	NM_001167674	253559		NM_153184	ENSG00000175161	CADM2	IGSF4D|NECL3|Necl-3|SynCAM 2|SynCAM-2|synCAM2	cell adhesion molecule 2	protein-coding
IFI27	chr14	94108154	94109517	+	0	NA	Intergenic	MER65B|LTR|ERV1	-1901	NM_001288956	3429		NM_005532	ENSG00000165949	IFI27	FAM14D|ISG12|ISG12A|P27	interferon alpha inducible protein 27	protein-coding
LINC01031-5	chr1	194004228	194004662	+	0	NA	Intergenic	Intergenic	699700	NR_125789	101929184		NR_125789	ENSG00000232077	LINC01031	TCONS_00000361	long intergenic non-protein coding RNA 1031	ncRNA
PDE3A-3	chr12	20527054	20528517	+	0	NA	intron (NM_001378408, intron 2 of 17)	intron (NM_001378408, intron 2 of 17)	-44294	NM_001244683	5139		NM_000921	ENSG00000172572	PDE3A	CGI-PDE|CGI-PDE A|CGI-PDE-A|HTNB	phosphodiesterase 3A	protein-coding
MAPK10	chr4	86466465	86467032	+	0	NA	Intergenic	Intergenic	-13553	NM_002753	5602		NM_002753	ENSG00000109339	MAPK10	JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK	mitogen-activated protein kinase 10	protein-coding
LCORL	chr4	18799204	18799638	+	0	NA	Intergenic	Intergenic	-777546	NM_001365658	254251		NM_153686	ENSG00000178177	LCORL	MLR1	ligand dependent nuclear receptor corepressor like	protein-coding
EOMES	chr3	27637481	27638170	+	0	NA	Intergenic	Intergenic	84498	NM_005442	8320		NM_005442	ENSG00000163508	EOMES	TBR2	eomesodermin	protein-coding
FAM83B	chr6	54646510	54647162	+	0	NA	Intergenic	Intergenic	-199935	NM_001010872	222584		NM_001010872	ENSG00000168143	FAM83B	C6orf143	family with sequence similarity 83 member B	protein-coding
STIM2-AS1	chr4	26791077	26791508	+	0	NA	Intergenic	L2a|LINE|L2	68952	NR_134675	105374546		NR_134673		STIM2-AS1	-	STIM2 antisense RNA 1	ncRNA
LINC01080	chr13	80023393	80023717	+	0	NA	intron (NR_104138, intron 1 of 1)	MLT1J|LTR|ERVL-MaLR	12478	NR_104138	101515984		NR_104138		LINC01080	TCONS_00021856	long intergenic non-protein coding RNA 1080	ncRNA
MTMR2	chr11	95988779	95989665	+	0	NA	intron (NM_032427, intron 3 of 4)	intron (NM_032427, intron 3 of 4)	-65115	NM_201281	8898		NM_016156	ENSG00000087053	MTMR2	CMT4B|CMT4B1	myotubularin related protein 2	protein-coding
PPM1E-2	chr17	58917263	58918767	+	0	NA	intron (NM_014906, intron 1 of 6)	intron (NM_014906, intron 1 of 6)	162146	NR_048561	22843		NM_014906	ENSG00000175175	PPM1E	CAMKPN|CaMKP-N|POPX1|PP2CH|caMKN	protein phosphatase, Mg2+/Mn2+ dependent 1E	protein-coding
RYR2	chr1	237241634	237242142	+	0	NA	intron (NM_001035, intron 1 of 104)	MER41B|LTR|ERV1	199704	NM_001035	6262		NM_001035	ENSG00000198626	RYR2	ARVC2|ARVD2|RYR-2|RyR|VACRDS|VTSIP	ryanodine receptor 2	protein-coding
IQCM	chr4	149881973	149882452	+	0	NA	Intergenic	Intergenic	-66369	NM_001363509	285423		NM_001363507	ENSG00000234828	IQCM	-	IQ motif containing M	protein-coding
MBIP	chr14	36313280	36314144	+	0	NA	intron (NM_016586, intron 4 of 8)	intron (NM_016586, intron 4 of 8)	6925	NM_001308110	51562		NM_016586	ENSG00000151332	MBIP	-	MAP3K12 binding inhibitory protein 1	protein-coding
MRAP2	chr6	84031418	84031783	+	0	NA	Intergenic	Intergenic	-2172	NM_001346541	112609		NM_138409	ENSG00000135324	MRAP2	C6orf117|bA51G5.2	melanocortin 2 receptor accessory protein 2	protein-coding
RBM26	chr13	79187780	79188731	+	0	NA	Intergenic	Intergenic	217966	NM_001286632	64062		NM_018605	ENSG00000139746	RBM26	ARRS2|C13orf10|PPP1R132|PRO1777|SE70-2|ZC3H17	RNA binding motif protein 26	protein-coding
LOC101927421-2	chr5	124895335	124895619	+	0	NA	Intergenic	Intergenic	-141354	NR_109882	101927421		NR_109882		LOC101927421	-	uncharacterized LOC101927421	ncRNA
LOC101928386	chr2	143668333	143668619	+	0	NA	intron (NM_018460, intron 12 of 13)	MamRTE1|LINE|RTE-BovB	-268591	NR_110237	101928386		NR_110237	ENSG00000232377	LOC101928386	-	uncharacterized LOC101928386	ncRNA
MIR592	chr7	126428412	126428614	+	0	NA	Intergenic	Intergenic	629671	NR_030323	693177		NR_030323	ENSG00000207692	MIR592	MIRN592|hsa-mir-592|mir-592	microRNA 592	ncRNA
TRIML2	chr4	188072696	188073304	+	0	NA	Intergenic	Intergenic	32587	NM_001303419	205860		NM_173553	ENSG00000179046	TRIML2	SPRYD6	tripartite motif family like 2	protein-coding
DMRTA2	chr1	50525385	50525818	+	0	NA	intron (NM_007051, intron 15 of 18)	L1MB4|LINE|L1	-102158	NM_032110	63950		NM_032110	ENSG00000142700	DMRTA2	-	DMRT like family A2	protein-coding
MAST2	chr1	45926280	45927470	+	0	NA	intron (NM_001319245, intron 4 of 28)	intron (NM_001319245, intron 4 of 28)	62527	NM_001324321	23139		NM_015112	ENSG00000086015	MAST2	MAST205|MTSSK	microtubule associated serine/threonine kinase 2	protein-coding
PRPSAP1	chr17	76345286	76346070	+	0	NA	intron (NM_001366236, intron 2 of 9)	intron (NM_001366236, intron 2 of 9)	8238	NM_001330503	5635		NM_002766	ENSG00000161542	PRPSAP1	PAP39	phosphoribosyl pyrophosphate synthetase associated protein 1	protein-coding
DIAPH3-AS1	chr13	59463573	59464044	+	0	NA	Intergenic	Intergenic	-548910	NR_109838	100874195		NR_046539	ENSG00000227528	DIAPH3-AS1	-	DIAPH3 antisense RNA 1	ncRNA
GEMIN8P4	chr1	89943620	89943854	+	0	NA	Intergenic	Intergenic	51229	NR_002830	492303		NR_002830		GEMIN8P4	-	gem nuclear organelle associated protein 8 pseudogene 4	pseudo
DTNA	chr18	34480058	34481014	+	0	NA	Intergenic	L1MEf|LINE|L1	-12754	NM_032975	1837		NM_001390	ENSG00000134769	DTNA	D18S892E|DRP3|DTN|DTN-A|LVNC1	dystrobrevin alpha	protein-coding
SORCS3	chr10	104577954	104578435	+	0	NA	Intergenic	Intergenic	-63096	NM_014978	22986		NM_014978	ENSG00000156395	SORCS3	SORCS	sortilin related VPS10 domain containing receptor 3	protein-coding
HUWE1	chrX	53739434	53740134	+	0	NA	Intergenic	L1MD1|LINE|L1	-53065	NM_031407	10075		NM_031407	ENSG00000086758	HUWE1	ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MRXST|MULE|URE-B1|UREB1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	protein-coding
TGM3-2	chr20	2310569	2310865	+	0	NA	intron (NM_003245, intron 3 of 12)	intron (NM_003245, intron 3 of 12)	14716	NM_003245	7053		NM_003245	ENSG00000125780	TGM3	TGE|UHS2	transglutaminase 3	protein-coding
NID2	chr14	52061861	52062703	+	0	NA	intron (NM_007361, intron 2 of 21)	intron (NM_007361, intron 2 of 21)	6777	NM_007361	22795		NM_007361	ENSG00000087303	NID2	NID-2	nidogen 2	protein-coding
STXBP6	chr14	25202586	25203506	+	0	NA	Intergenic	Intergenic	-152749	NM_001351941	29091		NM_014178	ENSG00000168952	STXBP6	HSPC156|amisyn	syntaxin binding protein 6	protein-coding
PDE3A	chr12	20587735	20588666	+	0	NA	intron (NM_001378409, intron 1 of 14)	intron (NM_001378409, intron 1 of 14)	16121	NM_001378409	5139		NM_000921	ENSG00000172572	PDE3A	CGI-PDE|CGI-PDE A|CGI-PDE-A|HTNB	phosphodiesterase 3A	protein-coding
MRPL32	chr7	42980704	42981986	+	0	NA	Intergenic	Intergenic	48969	NR_156497	64983		NM_031903	ENSG00000106591	MRPL32	HSPC283|L32mt|MRP-L32|bL32m|bMRP-59b	mitochondrial ribosomal protein L32	protein-coding
FAM27E5	chr17	22258347	22258969	+	0	NA	Intergenic	ALR/Alpha|Satellite|centr	-40106	NR_028336	284123		NM_203392	ENSG00000178130	FAM27E5	FAM27L	family with sequence similarity E5	ncRNA
LOC101927066	chr8	97409221	97409996	+	0	NA	intron (NR_125390, intron 2 of 2)	intron (NR_125390, intron 2 of 2)	36889	NR_125390	101927066		NR_125390		LOC101927066	-	uncharacterized LOC101927066	ncRNA
LINC02167-2	chr16	35658202	35658669	+	0	NA	Intergenic	ALR/Alpha|Satellite|centr	-88117	NR_033985	400533		NR_033985	ENSG00000261122	LINC02167	-	long intergenic non-protein coding RNA 2167	ncRNA
XIRP2-AS1	chr2	167078760	167079168	+	0	NA	intron (NM_001079810, intron 2 of 9)	L1P4|LINE|L1	61991	NR_046665	100874011		NR_046665		XIRP2-AS1	-	XIRP2 antisense RNA 1	ncRNA
LINC01362	chr1	82621059	82621420	+	0	NA	Intergenic	Intergenic	-281944	NR_147074	103283057		NR_147074	ENSG00000230817	LINC01362	-	long intergenic non-protein coding RNA 1362	ncRNA
KCNA4	chr11	30020897	30021233	+	0	NA	Intergenic	Intergenic	-4035	NM_002233	3739		NM_002233	ENSG00000182255	KCNA4	HBK4|HK1|HPCN2|HUKII|KCNA4L|KCNA8|KV1.4|MCIDDS|PCN2	potassium voltage-gated channel subfamily A member 4	protein-coding
SEMA3E	chr7	83446018	83446692	+	0	NA	intron (NM_012431, intron 4 of 16)	intron (NM_012431, intron 4 of 16)	195076	NM_001178129	9723		NM_012431	ENSG00000170381	SEMA3E	M-SEMAH|M-SemaK|SEMAH|coll-5	semaphorin 3E	protein-coding
LINC01139	chr1	238868718	238869035	+	0	NA	Intergenic	Intergenic	-382859	NR_015407	339535		NR_015407	ENSG00000215808	LINC01139	LINK-A|LINKA	long intergenic non-protein coding RNA 1139	ncRNA
GABBR2	chr9	98577312	98577744	+	0	NA	intron (NM_005458, intron 2 of 18)	intron (NM_005458, intron 2 of 18)	131407	NM_005458	9568		NM_005458	ENSG00000136928	GABBR2	DEE59|EIEE59|GABABR2|GPR51|GPRC3B|HG20|HRIHFB2099|NDPLHS	gamma-aminobutyric acid type B receptor subunit 2	protein-coding
TRHR	chr8	108952891	108953455	+	0	NA	Intergenic	Intergenic	-133412	NM_003301	7201		NM_003301	ENSG00000174417	TRHR	CHNG7|TRH-R	thyrotropin releasing hormone receptor	protein-coding
PLEKHM3	chr2	207921709	207922026	+	0	NA	intron (NM_001080475, intron 5 of 7)	L1MA5|LINE|L1	103660	NM_001080475	389072		NM_001080475	ENSG00000178385	PLEKHM3	DAPR|PLEKHM1L	pleckstrin homology domain containing M3	protein-coding
NAP1L3	chrX	93420666	93421073	+	0	NA	Intergenic	MER50B|LTR|ERV1	252709	NM_004538	4675		NM_004538	ENSG00000186310	NAP1L3	MB20|NPL3	nucleosome assembly protein 1 like 3	protein-coding
TWIST1	chr7	18992005	18992366	+	0	NA	intron (NM_001321868, intron 25 of 25)	L1ME5|LINE|L1	125451	NR_149001	7291		NM_000474	ENSG00000122691	TWIST1	ACS3|BPES2|BPES3|CRS|CRS1|CSO|SCS|SWCOS|TWIST|bHLHa38	twist family bHLH transcription factor 1	protein-coding
MAD2L1-3	chr4	120293279	120293991	+	0	NA	Intergenic	Intergenic	-226787	NM_002358	4085		NM_002358	ENSG00000164109	MAD2L1	HSMAD2|MAD2	mitotic arrest deficient 2 like 1	protein-coding
TRIM48	chr11	55143141	55143639	+	0	NA	Intergenic	ALR/Alpha|Satellite|centr	-118765	NM_024114	79097		NM_024114	ENSG00000150244	TRIM48	RNF101	tripartite motif containing 48	protein-coding
CPS1-IT1	chr2	211509783	211510332	+	0	NA	intron (NM_005235, intron 20 of 27)	L1PA17|LINE|L1	892486	NR_002763	29034		NM_014116	ENSG00000280837	CPS1-IT1	CPS1-IT|CPS1IT|CPS1IT1|PRO0132	CPS1 intronic transcript 1	ncRNA
C8orf88-2	chr8	90927631	90928349	+	0	NA	intron (NM_022351, intron 7 of 12)	intron (NM_022351, intron 7 of 12)	57087	NM_001363275	100127983		NM_001190972	ENSG00000253250	C8orf88	-	chromosome 8 open reading frame 88	protein-coding
TCF12	chr15	57118066	57118383	+	0	NA	intron (NM_207038, intron 5 of 19)	intron (NM_207038, intron 5 of 19)	-101206	NM_207040	6938		NM_003205	ENSG00000140262	TCF12	CRS3|HEB|HH26|HTF4|HsT17266|TCF-12|bHLHb20|p64	transcription factor 12	protein-coding
LOC105375972-2	chr9	9522346	9522997	+	0	NA	intron (NM_002839, intron 8 of 45)	intron (NM_002839, intron 8 of 45)	-276721	NR_135135	105375972		NR_135135	ENSG00000230920	LOC105375972	-	uncharacterized LOC105375972	ncRNA
ETV1	chr7	14328980	14329203	+	0	NA	intron (NM_001350707, intron 23 of 25)	intron (NM_001350707, intron 23 of 25)	-337666	NM_001163148	2115		NM_004956	ENSG00000006468	ETV1	ER81	ETS variant transcription factor 1	protein-coding
ROBO1	chr3	78994283	78994907	+	0	NA	intron (NM_002941, intron 3 of 30)	intron (NM_002941, intron 3 of 30)	24864	NM_001145845	6091		NM_002941	ENSG00000169855	ROBO1	CPHD8|DUTT1|NORS|NYS8|SAX3	roundabout guidance receptor 1	protein-coding
BANK1-2	chr4	101701328	101702341	+	0	NA	Intergenic	Intergenic	-88773	NM_001127507	55024		NM_017935	ENSG00000153064	BANK1	BANK	B cell scaffold protein with ankyrin repeats 1	protein-coding
SMAD9	chr13	36944959	36945299	+	0	NA	Intergenic	Tigger2|DNA|TcMar-Tigger	-24891	NM_005905	4093		NM_005905	ENSG00000120693	SMAD9	MADH6|MADH9|PPH2|SMAD8|SMAD8/9|SMAD8A|SMAD8B	SMAD family member 9	protein-coding
CSRNP3-2	chr2	165624305	165625053	+	0	NA	intron (NM_024969, intron 2 of 4)	intron (NM_024969, intron 2 of 4)	52343	NM_024969	80034		NM_024969	ENSG00000178662	CSRNP3	FAM130A2|MBU1|PPP1R73|TAIP-2|TAIP2	cysteine and serine rich nuclear protein 3	protein-coding
CLNK	chr4	10722280	10722812	+	0	NA	Intergenic	Intergenic	-37778	NM_052964	116449		NM_052964	ENSG00000109684	CLNK	MIST	cytokine dependent hematopoietic cell linker	protein-coding
C8orf88	chr8	90931091	90931490	+	0	NA	intron (NM_022351, intron 8 of 12)	intron (NM_022351, intron 8 of 12)	53787	NM_001363275	100127983		NM_001190972	ENSG00000253250	C8orf88	-	chromosome 8 open reading frame 88	protein-coding
MAGEB16	chrX	35675311	35675858	+	0	NA	Intergenic	Intergenic	-122758	NM_001099921	139604		NM_001099921	ENSG00000189023	MAGEB16	-	MAGE family member B16	protein-coding
POLR3B-2	chr12	106445888	106446997	+	0	NA	intron (NM_018082, intron 19 of 27)	(A)n|Simple_repeat|Simple_repeat	88360	NM_001160708	55703		NM_018082	ENSG00000013503	POLR3B	C128|CMT1I|HLD8|INMAP|RPC2	RNA polymerase III subunit B	protein-coding
BLTP1	chr4	122224170	122224768	+	0	NA	intron (NM_001384125, intron 22 of 87)	intron (NM_001384125, intron 22 of 87)	53866	NM_015312	84162		NM_015312	ENSG00000138688	BLTP1	ALKKUCS|FSA|KIAA1109|Tweek	bridge-like lipid transfer protein family member 1	protein-coding
CDKAL1	chr6	20542559	20543497	+	0	NA	intron (NM_017774, intron 2 of 15)	L1MD1|LINE|L1	8571	NM_017774	54901		NM_017774	ENSG00000145996	CDKAL1	-	CDK5 regulatory subunit associated protein 1 like 1	protein-coding
LINC01014-2	chr3	178353444	178353862	+	0	NA	Intergenic	Intergenic	-65548	NR_046786	100874330		NR_046786	ENSG00000223941	LINC01014	KCNMB2-IT1	long intergenic non-protein coding RNA 1014	ncRNA
LINC02996	chr5	42224825	42225464	+	0	NA	Intergenic	L1PREC2|LINE|L1	-49799	NR_104636	101926960		NR_104635		LINC02996	-	long intergenic non-protein coding RNA 2996	ncRNA
TINAG	chr6	54402810	54403319	+	0	NA	Intergenic	Intergenic	94623	NM_014464	27283		NM_014464	ENSG00000137251	TINAG	TIN-AG	tubulointerstitial nephritis antigen	protein-coding
MIR548BB-2	chr3	60552010	60552427	+	0	NA	intron (NM_001166243, intron 4 of 9)	L1MB7|LINE|L1	65652	NR_128708	103504735		NR_128708	ENSG00000281426	MIR548BB	MI0029321|hsa-mir-548bb	microRNA 548bb	ncRNA
EYA1	chr8	71106268	71106590	+	0	NA	Intergenic	Intergenic	250277	NM_172058	2138		NM_000503	ENSG00000104313	EYA1	BOP|BOR|BOS1|OFC1	EYA transcriptional coactivator and phosphatase 1	protein-coding
CDC42EP3	chr2	37689485	37690021	+	0	NA	Intergenic	Intergenic	-16804	NM_001371569	10602		NM_006449	ENSG00000163171	CDC42EP3	BORG2|CEP3|UB1	CDC42 effector protein 3	protein-coding
LINC00900	chr11	115885440	115886385	+	0	NA	Intergenic	Intergenic	-125712	NR_034148	283143		NR_034148		LINC00900	-	long intergenic non-protein coding RNA 900	ncRNA
CFAP90	chr5	7763512	7763966	+	0	NA	intron (NM_020546, intron 16 of 24)	intron (NM_020546, intron 16 of 24)	87394	NM_001089584	134121		NM_001089584	ENSG00000215217	CFAP90	C5orf49	cilia and flagella associated protein 90	protein-coding
LINC02412	chr12	93102818	93103548	+	0	NA	intron (NR_040096, intron 3 of 4)	MIRc|SINE|MIR	-71183	NR_120492	102724933		NR_120492		LINC02412	-	long intergenic non-protein coding RNA 2412	ncRNA
SPAG17	chr1	118275629	118276413	+	0	NA	Intergenic	Intergenic	-90793	NM_206996	200162		NM_206996	ENSG00000155761	SPAG17	CT143|PF6|SPGF55	sperm associated antigen 17	protein-coding
GPC4	chrX	133401812	133402635	+	0	NA	intron (NM_001448, intron 1 of 8)	intron (NM_001448, intron 1 of 8)	13266	NM_001448	2239		NM_001448	ENSG00000076716	GPC4	K-glypican|KPTS	glypican 4	protein-coding
NEK10-2	chr3	27085474	27086165	+	0	NA	Intergenic	L3|LINE|CR1	130704	NM_001031741	152110		NM_152534	ENSG00000163491	NEK10	CILD44	NIMA related kinase 10	protein-coding
LINC01192	chr3	162533477	162534566	+	0	NA	Intergenic	Intergenic	769280	NR_033945	647107		NR_033945	ENSG00000241369	LINC01192	CT64	long intergenic non-protein coding RNA 1192	ncRNA
MIR5197	chr5	143657524	143658391	+	0	NA	Intergenic	MER58A|DNA|hAT-Charlie	-21903	NR_049829	100846991		NR_049829	ENSG00000266478	MIR5197	-	microRNA 5197	ncRNA
LINC00690	chr3	16534625	16536264	+	0	NA	promoter-TSS (NR_103843)	promoter-TSS (NR_103843)	-874	NR_103843	100996597		NR_103843	ENSG00000233570	LINC00690	-	long intergenic non-protein coding RNA 690	ncRNA
PXDNL	chr8	51546556	51547695	+	0	NA	intron (NM_144651, intron 4 of 22)	L1PB1|LINE|L1	262320	NM_144651	137902		NM_144651	ENSG00000147485	PXDNL	PMR1|PRM1|VPO2	peroxidasin like	protein-coding
RPL10L	chr14	46582610	46583085	+	0	NA	Intergenic	MER51-int|LTR|ERV1	68934	NM_080746	140801		NM_080746	ENSG00000165496	RPL10L	RPL10_5_1358|SPGF63	ribosomal protein L10 like	protein-coding
LINC01333	chr5	74396889	74397601	+	0	NA	intron (NR_126354, intron 2 of 2)	MER102c|DNA|hAT-Charlie	74759	NR_105010	101929082		NR_105010	ENSG00000249343	LINC01333	-	long intergenic non-protein coding RNA 1333	ncRNA
SLC1A3	chr5	36628900	36629288	+	0	NA	intron (NM_001289939, intron 2 of 8)	intron (NM_001289939, intron 2 of 8)	22488	NM_004172	6507		NM_004172	ENSG00000079215	SLC1A3	EA6|EAAT1|GLAST|GLAST1	solute carrier family 1 member 3	protein-coding
HINT1	chr5	130663947	130665322	+	0	NA	Intergenic	L1PA4|LINE|L1	500622	NM_005340	3094		NM_005340	ENSG00000169567	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	histidine triad nucleotide binding protein 1	protein-coding
RNF152	chr18	61909865	61910626	+	0	NA	Intergenic	MLT1F1|LTR|ERVL-MaLR	-17238	NM_173557	220441		NM_173557	ENSG00000176641	RNF152	-	ring finger protein 152	protein-coding
LOC101927421	chr5	124980398	124981012	+	0	NA	Intergenic	Intergenic	-56126	NR_109882	101927421		NR_109882		LOC101927421	-	uncharacterized LOC101927421	ncRNA
MIR1244-2	chr5	118956951	118957197	+	0	NA	intron (NM_173666, intron 1 of 5)	intron (NM_173666, intron 1 of 5)	-17512	NR_036262	100422885		NR_036262	ENSG00000283498	MIR1244-2	-	microRNA 1244-2	ncRNA
NECTIN1-DT	chr11	119755960	119757088	+	0	NA	Intergenic	L1MB3|LINE|L1	26941	NR_120587	102724301		NR_120587	ENSG00000254854	NECTIN1-DT	-	NECTIN1 divergent transcript	ncRNA
NAALADL2-AS2	chr3	175252813	175253680	+	0	NA	intron (NR_046713, intron 1 of 2)	Tigger1|DNA|TcMar-Tigger	17850	NR_046713	100874244		NR_046713		NAALADL2-AS2	-	NAALADL2 antisense RNA 2	ncRNA
MIR548F5	chrX	32844547	32845055	+	0	NA	exon (NM_004009, exon 4 of 79)	exon (NM_004009, exon 4 of 79)	-203242	NR_031646	100302239		NR_031646	ENSG00000221348	MIR548F5	MIR548F-5|MIRN548F5|hsa-mir-548f-5	microRNA 548f-5	ncRNA
DTX1	chr12	113075554	113076199	+	0	NA	intron (NM_004416, intron 2 of 9)	L2a|LINE|L2	19146	NM_004416	1840		NM_004416	ENSG00000135144	DTX1	RNF140|hDx-1	deltex E3 ubiquitin ligase 1	protein-coding
ADAMTS20	chr12	43583382	43583644	+	0	NA	Intergenic	LTR52|LTR|ERVL	-31310	NM_025003	80070		NM_025003	ENSG00000173157	ADAMTS20	ADAM-TS20|ADAMTS-20|GON-1	ADAM metallopeptidase with thrombospondin type 1 motif 20	protein-coding
FBN2	chr5	128476818	128477245	+	0	NA	intron (NM_001999, intron 5 of 64)	intron (NM_001999, intron 5 of 64)	61214	NM_001999	2201		NM_001999	ENSG00000138829	FBN2	CCA|DA9|EOMD	fibrillin 2	protein-coding
RAD51B-3	chr14	68160876	68161435	+	0	NA	intron (NM_133509, intron 7 of 10)	MLT1K|LTR|ERVL-MaLR	337563	NM_001321815	5890		NM_002877	ENSG00000182185	RAD51B	R51H2|RAD51L1|REC2	RAD51 paralog B	protein-coding
MIR548I1	chr3	176375723	176376806	+	0	NA	Intergenic	Intergenic	131713	NR_031687	100302204		NR_031687	ENSG00000221737	MIR548I1	MIR548I-1|MIRN548I1|hsa-mir-548i-1|mir-548i-1	microRNA 548i-1	ncRNA
UTRN-2	chr6	144617662	144618239	+	0	NA	intron (NM_001375323, intron 1 of 24)	L4_A_Mam|LINE|RTE-X	34802	NM_001375323	7402		NM_007124	ENSG00000152818	UTRN	DMDL|DRP|DRP1	utrophin	protein-coding
LOC102724908	chr19	28257357	28257839	+	0	NA	Intergenic	Intergenic	-349090	NR_135636	102724908		NR_135636	ENSG00000266976	LOC102724908	-	uncharacterized LOC102724908	ncRNA
LOC102723769	chr22	12374059	12374470	+	0	NA	Intergenic	ALR/Alpha|Satellite|centr	476858	NR_110761	102723769		NR_110761		LOC102723769	-	uncharacterized LOC102723769	ncRNA
RNF217	chr6	125029170	125030145	+	0	NA	intron (NM_152553, intron 3 of 8)	intron (NM_152553, intron 3 of 8)	46289	NM_152553	154214		NM_152553	ENSG00000146373	RNF217	C6orf172|IBRDC1|OSTL|dJ84N20.1	ring finger protein 217	protein-coding
