PeakID (cmd=annotatePeaks.pl results/tmp hg38 -annStats results/merged.p-3.anno.stats -go results/results/merged.p-3.go)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
C16_Up_LUT_NA-525	chr5	125043671	125044487	+	0	NA	intron (NR_109882, intron 2 of 5)	intron (NR_109882, intron 2 of 5)	7248	NR_109882	101927421		NR_109882		LOC101927421	-	uncharacterized LOC101927421	ncRNA
C16_NA_LUT_Up-207	chr11	98622628	98623033	+	0	NA	Intergenic	L1MDb|LINE|L1	-398119	NM_014361	53942		NM_014361	ENSG00000149972	CNTN5	HNB-2s|NB-2	contactin 5	protein-coding
C16_NA_LUT_Up-463	chr16	27582821	27583188	+	0	NA	intron (NM_015202, intron 2 of 27)	intron (NM_015202, intron 2 of 27)	32860	NM_015202	23247		NM_015202	ENSG00000047578	KATNIP	JBTS26|KIAA0556	katanin interacting protein	protein-coding
C16_Up_LUT_Up-88	chr13	76049075	76049590	+	0	NA	Intergenic	Intergenic	-114200	NR_047491	100861545		NR_047491	ENSG00000261206	LINC00561	-	long intergenic non-protein coding RNA 561	ncRNA
C16_NA_LUT_Up-111	chr10	104577953	104578435	+	0	NA	Intergenic	Intergenic	-63096	NM_014978	22986		NM_014978	ENSG00000156395	SORCS3	SORCS	sortilin related VPS10 domain containing receptor 3	protein-coding
C16_Up_LUT_Up-119	chr17	51015236	51015576	+	0	NA	intron (NM_001130527, intron 7 of 29)	intron (NM_001130527, intron 7 of 29)	31472	NM_001251971	9043		NM_003971	ENSG00000008294	SPAG9	CT89|HLC-6|HLC4|HLC6|JIP-4|JIP4|JLP|PHET|PIG6	sperm associated antigen 9	protein-coding
C16_Up_LUT_NA-311	chr2	219916727	219917351	+	0	NA	Intergenic	Intergenic	-10474	NR_036228	100422959		NR_036228	ENSG00000266518	MIR4268	-	microRNA 4268	ncRNA
C16_Up_LUT_NA-687	chr8	25049798	25051016	+	0	NA	Intergenic	Intergenic	-93795	NM_006158	4747		NM_006158	ENSG00000277586	NEFL	CMT1F|CMT2E|CMTDIG|NF-L|NF68|NFL|PPP1R110	neurofilament light chain	protein-coding
C16_NA_LUT_Up-541	chr18	56113156	56114054	+	0	NA	intron (NR_040026, intron 3 of 8)	intron (NR_040026, intron 3 of 8)	23931	NR_040025	100505474		NR_040025	ENSG00000267712	LINC01539	-	long intergenic non-protein coding RNA 1539	ncRNA
C16_NA_LUT_Up-1038	chr4	81682450	81683080	+	0	NA	Intergenic	Intergenic	-210858	NM_001300735	153020		NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
C16_Up_LUT_NA-37	chr1	55612897	55613586	+	0	NA	Intergenic	Arthur1|DNA|hAT-Tip100	331722	NR_147162	105378739		NR_147162	ENSG00000230250	LINC01753	-	long intergenic non-protein coding RNA 1753	ncRNA
C16_NA_LUT_Up-1645	chrX	27331709	27333156	+	0	NA	Intergenic	L1PA16|LINE|L1	130909	NM_207319	139420		NM_207319	ENSG00000224960	PPP4R3C	FLFL3P|PPP4R3CP|SMEK3P|smk1	protein phosphatase 4 regulatory subunit 3C	protein-coding
C16_NA_LUT_Up-1161	chr5	50927389	50928192	+	0	NA	Intergenic	L1MA9|LINE|L1	42397	NR_104653	100287592		NR_104653	ENSG00000251573	LINC02106	-	long intergenic non-protein coding RNA 2106	ncRNA
C16_NA_LUT_Up-17	chr1	151542632	151543161	+	0	NA	intron (NM_001126337, intron 1 of 11)	intron (NM_001126337, intron 1 of 11)	2587	NM_001126337	7286		NM_020127	ENSG00000143367	TUFT1	WHSF	tuftelin 1	protein-coding
C16_NA_LUT_Up-53	chr1	219555232	219556279	+	0	NA	intron (NR_135822, intron 1 of 3)	intron (NR_135822, intron 1 of 3)	1569	NR_135822	102723886		NR_135822		LYPLAL1-AS1	-	LYPLAL1 antisense RNA 1	ncRNA
C16_NA_LUT_Up-489	chr17	37719516	37719969	+	0	NA	intron (NM_000458, intron 4 of 8)	intron (NM_000458, intron 4 of 8)	25317	NM_000458	6928		NM_000458	ENSG00000275410	HNF1B	ADTKD3|FJHN|HNF-1-beta|HNF-1B|HNF1beta|HNF2|HPC11|LF-B3|LFB3|MODY5|RCAD|T2D|TCF-2|TCF2|VHNF1	HNF1 homeobox B	protein-coding
C16_Up_LUT_NA-355	chr20	7195383	7196069	+	0	NA	intron (NR_110609, intron 3 of 7)	intron (NR_110609, intron 3 of 7)	58476	NR_110609	101929265		NR_110609	ENSG00000228888	LINC01428	-	long intergenic non-protein coding RNA 1428	ncRNA
C16_NA_LUT_Up-248	chr12	45302553	45303609	+	0	NA	intron (NM_001204803, intron 3 of 20)	intron (NM_001204803, intron 3 of 20)	10391	NM_001142678	196527		NM_001025356	ENSG00000177119	ANO6	BDPLT7|SCTS|TMEM16F	anoctamin 6	protein-coding
C16_NA_LUT_Up-155	chr10	97843211	97843708	+	0	NA	intron (NR_108035, intron 1 of 2)	intron (NR_108035, intron 1 of 2)	6339	NR_108035	100505561		NR_108035	ENSG00000227356	GOLGA7B-DT	LINC00866	GOLGA7B divergent transcript	ncRNA
C16_NA_LUT_Down-31	chr4	51836693	51836882	+	0	NA	Intergenic	Intergenic	-6213	NM_001287757	23142		NM_015115	ENSG00000109184	DCUN1D4	DCNL4	defective in cullin neddylation 1 domain containing 4	protein-coding
C16_NA_LUT_Up-1437	chr7	84757234	84757999	+	0	NA	Intergenic	Intergenic	225140	NR_110079	101927378		NR_110079	ENSG00000235139	LINC03017	-	long intergenic non-protein coding RNA 3017	ncRNA
C16_NA_LUT_Up-1651	chrX	30627659	30628484	+	0	NA	Intergenic	Intergenic	-25288	NM_001128127	2710		NM_000167	ENSG00000198814	GK	GK1|GKD	glycerol kinase	protein-coding
C16_Up_LUT_NA-555	chr5	30130834	30131206	+	0	NA	Intergenic	L1PA7|LINE|L1	250460	NR_134264	105374704		NR_134264		LOC105374704	-	uncharacterized LOC105374704	ncRNA
C16_NA_LUT_Up-1643	chrX	21987397	21988314	+	0	NA	intron (NM_004595, intron 9 of 10)	intron (NM_004595, intron 9 of 10)	-44470	NM_000444	5251		NM_000444	ENSG00000102174	PHEX	HPDR|HPDR1|HYP|HYP1|LXHR|PEX|XLH	phosphate regulating endopeptidase X-linked	protein-coding
C16_Up_LUT_NA-218	chr16	77298570	77299194	+	0	NA	intron (NM_199355, intron 17 of 22)	intron (NM_199355, intron 17 of 22)	99474	NM_001129979	100130958		NM_001129979	ENSG00000205078	SYCE1L	MRP2	synaptonemal complex central element protein 1 like	protein-coding
C16_NA_LUT_Up-33	chr1	185193596	185194136	+	0	NA	intron (NM_017673, intron 10 of 18)	L1MEc|LINE|L1	36699	NM_017673	54823		NM_017673	ENSG00000116668	SWT1	C1orf26|HsSwt1	SWT1 RNA endoribonuclease homolog	protein-coding
C16_NA_LUT_Up-1171	chr5	57205124	57205366	+	0	NA	intron (NM_001331037, intron 2 of 12)	L1MB5|LINE|L1	-8829	NM_001127236	65056		NM_022913	ENSG00000062194	GPBP1	GPBP|SSH6|VASCULIN	GC-rich promoter binding protein 1	protein-coding
C16_Up_LUT_NA-57	chr10	33229771	33230267	+	0	NA	intron (NM_001244973, intron 6 of 16)	intron (NM_001244973, intron 6 of 16)	104648	NM_001244973	8829		NM_003873	ENSG00000099250	NRP1	BDCA4|CD304|NP1|NRP|VEGF165R	neuropilin 1	protein-coding
C16_Up_LUT_NA-13	chr1	189654702	189655123	+	0	NA	Intergenic	Intergenic	821098	NM_001317188	339479		NM_199051	ENSG00000162670	BRINP3	DBCCR1L|DBCCR1L1|FAM5C	BMP/retinoic acid inducible neural specific 3	protein-coding
C16_NA_LUT_Up-341	chr13	83204812	83205383	+	0	NA	Intergenic	Intergenic	677296	NM_052910	114798		NM_052910	ENSG00000178235	SLITRK1	LRRC12|TTM	SLIT and NTRK like family member 1	protein-coding
C16_Up_LUT_NA-686	chr8	20413785	20414038	+	0	NA	Intergenic	Intergenic	-109948	NM_021020	11178		NM_021020	ENSG00000061337	LZTS1	F37|FEZ1	leucine zipper tumor suppressor 1	protein-coding
C16_NA_LUT_Up-1309	chr6	54402809	54403319	+	0	NA	Intergenic	Intergenic	94623	NM_014464	27283		NM_014464	ENSG00000137251	TINAG	TIN-AG	tubulointerstitial nephritis antigen	protein-coding
C16_Up_LUT_NA-511	chr5	100270258	100270655	+	0	NA	Intergenic	Intergenic	117798	NR_027503	100133050		NR_027503		GUSBP19	-	GUSB pseudogene 19	pseudo
C16_Up_LUT_Up-402	chr8	90895277	90895944	+	0	NA	intron (NM_022351, intron 5 of 12)	intron (NM_022351, intron 5 of 12)	89467	NM_001363275	100127983		NM_001190972	ENSG00000253250	C8orf88	-	chromosome 8 open reading frame 88	protein-coding
C16_Up_LUT_Up-349	chr7	11228570	11228808	+	0	NA	Intergenic	Intergenic	254817	NR_033435	9678		NM_014660	ENSG00000106443	PHF14	-	PHD finger protein 14	protein-coding
C16_Up_LUT_NA-141	chr12	58583650	58584084	+	0	NA	intron (NR_120452, intron 3 of 7)	MLT1E3-int|LTR|ERVL-MaLR	-7835	NR_126341	100506869		NR_126341	ENSG00000258231	LOC100506869	-	uncharacterized LOC100506869	ncRNA
C16_NA_LUT_Up-1329	chr6	88463452	88464024	+	0	NA	Intergenic	MamRTE1|LINE|RTE-BovB	75631	NR_110867	101928936		NR_110867		LOC101928936	-	uncharacterized LOC101928936	ncRNA
C16_Up_LUT_NA-233	chr18	13366020	13366722	+	0	NA	intron (NM_001378098, intron 1 of 5)	intron (NM_001378098, intron 1 of 5)	27768	NM_001378098	753		NM_004338	ENSG00000168675	LDLRAD4	C18orf1	low density lipoprotein receptor class A domain containing 4	protein-coding
C16_NA_LUT_Up-206	chr11	98068127	98068678	+	0	NA	Intergenic	MER61-int|LTR|ERV1	-952547	NM_014361	53942		NM_014361	ENSG00000149972	CNTN5	HNB-2s|NB-2	contactin 5	protein-coding
C16_Up_LUT_NA-325	chr2	27293097	27293640	+	0	NA	intron (NM_187841, intron 1 of 8)	intron (NM_187841, intron 1 of 8)	10939	NM_032546	57159		NM_032546	ENSG00000138100	TRIM54	MURF|MURF-3|RNF30|muRF3	tripartite motif containing 54	protein-coding
C16_NA_LUT_Up-125	chr10	30005097	30005793	+	0	NA	Intergenic	L1MA3|LINE|L1	54141	NM_001350001	57608		NM_020848	ENSG00000165757	JCAD	KIAA1462	junctional cadherin 5 associated	protein-coding
C16_Up_LUT_Up-400	chr8	86063435	86063797	+	0	NA	intron (NM_033126, intron 2 of 2)	intron (NM_033126, intron 2 of 2)	6052	NM_033126	85481		NM_033126	ENSG00000147613	PSKH2	-	protein serine kinase H2	protein-coding
C16_NA_LUT_Up-909	chr4	11525622	11526580	+	0	NA	Intergenic	Intergenic	-97207	NM_005114	9957		NM_005114	ENSG00000002587	HS3ST1	3OST|3OST1	heparan sulfate-glucosamine 3-sulfotransferase 1	protein-coding
C16_Up_LUT_Up-116	chr17_GL000205v2_random	132203	132431	+	0	NA	Intergenic	L1PA11|LINE|L1	-74351	NR_003682	403340		NR_003682		MGC70870	-	C-terminal binding protein 2 pseudogene	pseudo
C16_NA_LUT_Up-1508	chr8	64157505	64157783	+	0	NA	intron (NR_125826, intron 2 of 4)	intron (NR_125826, intron 2 of 4)	210914	NR_125826	102724623		NR_125826	ENSG00000253554	LINC01414	-	long intergenic non-protein coding RNA 1414	ncRNA
C16_NA_LUT_Up-1313	chr6	61622298	61623186	+	0	NA	intron (NR_146870, intron 13 of 15)	ERV3-16A3_I-int|LTR|ERVL	48612	NM_001190706	100463487		NM_001190706		MTRNR2L9	HN9	MT-RNR2 like 9 (pseudogene)	pseudo
C16_Up_LUT_Up-347	chr7	109076291	109076968	+	0	NA	Intergenic	Intergenic	-192042	NM_001024607	154907		NM_001024607	ENSG00000205174	LINC02903	C7orf66	long intergenic non-protein coding RNA 2903	ncRNA
C16_NA_LUT_Up-7	chr1	115685118	115685293	+	0	NA	intron (NM_138959, intron 6 of 7)	intron (NM_138959, intron 6 of 7)	42576	NM_001172412	81839		NM_138959	ENSG00000173218	VANGL1	KITENIN|LPP2|STB2|STBM2	VANGL planar cell polarity protein 1	protein-coding
C16_NA_LUT_Up-1528	chr8	91515290	91515663	+	0	NA	Intergenic	Intergenic	266157	NM_134266	115111		NM_052832	ENSG00000147606	SLC26A7	SUT2	solute carrier family 26 member 7	protein-coding
C16_NA_LUT_Up-973	chr4	174267040	174267506	+	0	NA	intron (NM_012180, intron 1 of 5)	AluJr4|SINE|Alu	16394	NM_012180	26269		NM_012180	ENSG00000164117	FBXO8	DC10|FBS|FBX8	F-box protein 8	protein-coding
C16_Up_LUT_Up-423	chrX	14705123	14705655	+	0	NA	intron (NM_001171942, intron 10 of 10)	MER20|DNA|hAT-Charlie	167680	NM_001324162	2187		NM_152633	ENSG00000181544	FANCB	FA2|FAAP90|FAAP95|FAB|FACB	FA complementation group B	protein-coding
C16_NA_LUT_Up-907	chr4	114601556	114602004	+	0	NA	intron (NM_001322114, intron 1 of 5)	Tigger15a|DNA|TcMar-Tigger	2495	NM_001322114	7368		NM_003360	ENSG00000174607	UGT8	CGT|UGT4	UDP glycosyltransferase 8	protein-coding
C16_NA_LUT_Up-948	chr4	140819738	140819954	+	0	NA	Intergenic	Intergenic	-63461	NM_015130	23158		NM_015130	ENSG00000109436	TBC1D9	GRAMD9|MDR1	TBC1 domain family member 9	protein-coding
C16_Up_LUT_Up-280	chr4	95393906	95394348	+	0	NA	intron (NM_003728, intron 1 of 15)	intron (NM_003728, intron 1 of 15)	154846	NM_003728	8633		NM_003728	ENSG00000182168	UNC5C	UNC5H3	unc-5 netrin receptor C	protein-coding
C16_NA_LUT_Up-486	chr17	29914868	29915625	+	0	NA	intron (NM_001282129, intron 1 of 15)	intron (NM_001282129, intron 1 of 15)	-14657	NM_001145053	374786		NM_198529	ENSG00000176927	EFCAB5	-	EF-hand calcium binding domain 5	protein-coding
C16_Up_LUT_Up-282	chr4	9660982	9661615	+	0	NA	Intergenic	HERVK-int|LTR|ERVK	-104982	NR_031688	100302277		NR_031688	ENSG00000221275	MIR548I2	MIR548I-2|MIRN548I2|hsa-mir-548i-2|mir-548i-2	microRNA 548i-2	ncRNA
C16_Up_LUT_NA-595	chr6	141450951	141452010	+	0	NA	Intergenic	AluJr|SINE|Alu	-681679	NM_001358410	100126572		NM_001358410	ENSG00000203733	GJE1	CX23	gap junction protein epsilon 1	protein-coding
C16_NA_LUT_Up-1191	chr5	78061667	78062094	+	0	NA	intron (NM_003664, intron 22 of 26)	intron (NM_003664, intron 22 of 26)	103633	NR_105013	101929154		NR_105012	ENSG00000287162	LOC101929154	-	uncharacterized LOC101929154	ncRNA
C16_Up_LUT_Up-308	chr5	44293961	44294930	+	0	NA	Intergenic	LTR86A2|LTR|ERVL	-94287	NR_108034	101927075		NR_108034	ENSG00000248464	FGF10-AS1	-	FGF10 antisense RNA 1	ncRNA
C16_NA_LUT_Up-1142	chr5	23113384	23113825	+	0	NA	Intergenic	L2a|LINE|L2	-260260	NM_001364105	1010		NM_004061	ENSG00000154162	CDH12	CDHB	cadherin 12	protein-coding
C16_NA_LUT_Up-195	chr11	86796098	86796275	+	0	NA	intron (NM_001293180, intron 1 of 1)	MIRb|SINE|MIR	-4356	NM_001293179	11098		NM_007173	ENSG00000150687	PRSS23	SIG13|SPUVE|ZSIG13	serine protease 23	protein-coding
C16_NA_LUT_Up-1208	chr5	96956920	96957996	+	0	NA	promoter-TSS (NM_175920)	promoter-TSS (NM_175920)	-975	NM_175920	4012		NM_005575	ENSG00000113441	LNPEP	CAP|IRAP|P-LAP|PLAP	leucyl and cystinyl aminopeptidase	protein-coding
C16_Up_LUT_NA-663	chr8	115055915	115057039	+	0	NA	Intergenic	Intergenic	611536	NM_001282902	7227		NM_014112	ENSG00000104447	TRPS1	GC79|LGCR	transcriptional repressor GATA binding 1	protein-coding
C16_NA_LUT_Up-1326	chr6	84031417	84031783	+	0	NA	Intergenic	Intergenic	-2172	NM_138409	112609		NM_138409	ENSG00000135324	MRAP2	C6orf117|bA51G5.2	melanocortin 2 receptor accessory protein 2	protein-coding
C16_Up_LUT_NA-395	chr3	152596194	152597164	+	0	NA	Intergenic	Intergenic	-238452	NM_002563	5028		NM_002563	ENSG00000169860	P2RY1	P2Y1|SARCC	purinergic receptor P2Y1	protein-coding
C16_NA_LUT_Up-1228	chr6	11161441	11161820	+	0	NA	Intergenic	Intergenic	-49905	NM_207582	405754		NM_207582	ENSG00000244476	ERVFRD-1	ERVFRDE1|GLLL6191|HERV-FRD|HERV-W/FRD|UNQ6191|envFRD	endogenous retrovirus group FRD member 1, envelope	protein-coding
C16_NA_LUT_Up-487	chr17	36993574	36993864	+	0	NA	intron (NM_012138, intron 8 of 11)	intron (NM_012138, intron 8 of 11)	-40026	NR_036056	100422969		NR_036056	ENSG00000276326	MIR2909	-	microRNA 2909	ncRNA
C16_NA_LUT_Up-1306	chr6	53820931	53821216	+	0	NA	intron (NM_018214, intron 1 of 13)	intron (NM_018214, intron 1 of 13)	26068	NM_018214	55227		NM_018214	ENSG00000137269	LRRC1	LANO|dJ523E19.1	leucine rich repeat containing 1	protein-coding
C16_Up_LUT_Up-201	chr3	131601880	131602780	+	0	NA	intron (NM_153429, intron 8 of 16)	intron (NM_153429, intron 8 of 16)	-99359	NM_007208	11222		NM_007208	ENSG00000114686	MRPL3	COXPD9|MRL3|RPML3|uL3m	mitochondrial ribosomal protein L3	protein-coding
C16_NA_LUT_Up-906	chr4	113086173	113087241	+	0	NA	intron (NM_001354225, intron 1 of 46)	L2a|LINE|L2	-20156	NR_031641	100302188		NR_031641	ENSG00000283193	MIR1243	MIRN1243|hsa-mir-1243	microRNA 1243	ncRNA
C16_Up_LUT_NA-70	chr10	6607755	6608041	+	0	NA	Intergenic	Intergenic	-10818	NR_120634	101928150		NR_120634		LINC02648	-	long intergenic non-protein coding RNA 2648	ncRNA
C16_Up_LUT_Up-165	chr2	55839094	55840217	+	0	NA	Intergenic	Intergenic	84127	NM_001039349	2202		NM_004105	ENSG00000115380	EFEMP1	ARCL1D|DHRD|DRAD|FBLN3|FBNL|FIBL-3|GLC1H|MLVT|MTLV|S1-5	EGF containing fibulin extracellular matrix protein 1	protein-coding
C16_NA_LUT_Up-1402	chr7	42980703	42981986	+	0	NA	Intergenic	Intergenic	48968	NM_031903	64983		NM_031903	ENSG00000106591	MRPL32	HSPC283|L32mt|MRP-L32|bL32m|bMRP-59b	mitochondrial ribosomal protein L32	protein-coding
C16_NA_LUT_Up-209	chr12	105978379	105978922	+	0	NA	Intergenic	Intergenic	161383	NM_014840	9891		NM_014840	ENSG00000074590	NUAK1	ARK5	NUAK family kinase 1	protein-coding
C16_NA_LUT_Up-1315	chr6	63317928	63318802	+	0	NA	intron (NM_001143940, intron 1 of 4)	intron (NM_001143940, intron 1 of 4)	1612	NM_001143940	51557		NM_016571	ENSG00000146166	LGSN	GLULD1|LGS	lengsin, lens protein with glutamine synthetase domain	protein-coding
C16_Up_LUT_Up-346	chr7	108284721	108285115	+	0	NA	intron (NM_001371171, intron 3 of 28)	L2b|LINE|L2	-41533	NM_001371182	4897		NM_005010	ENSG00000091129	NRCAM	NEDNMS	neuronal cell adhesion molecule	protein-coding
C16_Up_LUT_NA-689	chr8	31286014	31286558	+	0	NA	Intergenic	Intergenic	252476	NM_000553	7486		NM_000553	ENSG00000165392	WRN	RECQ3|RECQL2|RECQL3	WRN RecQ like helicase	protein-coding
C16_Up_LUT_Up-117	chr17	12512645	12513296	+	0	NA	Intergenic	Intergenic	-36998	NR_034144	284034		NM_182567	ENSG00000179136	LINC00670	CARDINAL	long intergenic non-protein coding RNA 670	ncRNA
C16_NA_LUT_Up-1422	chr7	79227140	79227393	+	0	NA	intron (NM_012301, intron 1 of 21)	intron (NM_012301, intron 1 of 21)	218278	NR_046689	100874021		NR_046689	ENSG00000226978	MAGI2-AS2	-	MAGI2 antisense RNA 2	ncRNA
C16_NA_LUT_Up-199	chr11	88478268	88479150	+	0	NA	Intergenic	Intergenic	-25867	NR_049724	100873989		NR_049724	ENSG00000255082	GRM5-AS1	-	GRM5 antisense RNA 1	ncRNA
C16_NA_LUT_Up-438	chr15	67563862	67564720	+	0	NA	intron (NM_145160, intron 3 of 21)	MIRc|SINE|MIR	15197	NM_001206804	5607		NM_002757	ENSG00000137764	MAP2K5	HsT17454|MAPKK5|MEK5|PRKMK5	mitogen-activated protein kinase kinase 5	protein-coding
C16_Up_LUT_Up-191	chr22	19681410	19681602	+	0	NA	Intergenic	L1MDa|LINE|L1	-32997	NM_002688	5413		NM_002688	ENSG00000184702	SEPTIN5	CDCREL|CDCREL-1|CDCREL1|H5|HCDCREL-1|PNUTL1|SEPT5|Septin-5	septin 5	protein-coding
C16_Up_LUT_NA-399	chr3	157190374	157190849	+	0	NA	Intergenic	MER4A|LTR|ERV1	-30464	NM_001308185	57018		NM_020307	ENSG00000163660	CCNL1	ANIA6A|BM-001|PRO1073|ania-6a	cyclin L1	protein-coding
C16_Up_LUT_Up-183	chr21	27047277	27048252	+	0	NA	Intergenic	Intergenic	-80676	NM_007038	11096		NM_007038	ENSG00000154736	ADAMTS5	ADAM-TS 11|ADAM-TS 5|ADAM-TS5|ADAMTS-11|ADAMTS-5|ADAMTS11|ADMP-2	ADAM metallopeptidase with thrombospondin type 1 motif 5	protein-coding
C16_Up_LUT_NA-357	chr21	14784316	14784712	+	0	NA	Intergenic	L1PA6|LINE|L1	134154	NR_146322	107987295		NR_146322		ASMER1	ASMER-1|LINC02246	adipocyte associated metabolic related lncRNA 1	ncRNA
C16_NA_LUT_Up-1145	chr5	25393240	25393856	+	0	NA	Intergenic	Intergenic	202595	NR_136209	105374693		NR_136209		LINC02211	-	long intergenic non-protein coding RNA 2211	ncRNA
C16_Up_LUT_NA-556	chr5	31106675	31107815	+	0	NA	Intergenic	Intergenic	-86441	NM_004932	1004		NM_004932	ENSG00000113361	CDH6	CAD6|KCAD	cadherin 6	protein-coding
C16_NA_LUT_Up-1484	chr8	25606578	25606825	+	0	NA	Intergenic	Intergenic	147468	NM_152562	157313		NM_152562	ENSG00000184661	CDCA2	PPP1R81|Repo-Man	cell division cycle associated 2	protein-coding
C16_NA_LUT_Up-1661	chrX	46029454	46029939	+	0	NA	Intergenic	L1MA10|LINE|L1	-178206	NR_125365	401585		NR_125365		LINC02595	-	long intergenic non-protein coding RNA 2595	ncRNA
C16_NA_LUT_Up-848	chr3	27352087	27352705	+	0	NA	intron (NM_199347, intron 4 of 24)	intron (NM_199347, intron 4 of 24)	16987	NM_199347	152110		NM_152534	ENSG00000163491	NEK10	CILD44	NIMA related kinase 10	protein-coding
C16_NA_LUT_Up-157	chr11	107447185	107447704	+	0	NA	intron (NM_152434, intron 3 of 17)	L1MEc|LINE|L1	10402	NM_152434	143884		NM_152434	ENSG00000152404	CWF19L2	-	CWF19 like cell cycle control factor 2	protein-coding
C16_NA_LUT_Up-1211	chr5	97714368	97714939	+	0	NA	Intergenic	Intergenic	-126105	NR_146299	109729164		NR_146299	ENSG00000248202	LINC02234	-	long intergenic non-protein coding RNA 2234	ncRNA
C16_NA_LUT_Up-1074	chr5	121539128	121539440	+	0	NA	Intergenic	L1PA15|LINE|L1	216734	NR_104999	102467226		NR_104999		LOC102467226	-	uncharacterized LOC102467226	ncRNA
C16_NA_LUT_Up-161	chr11	114192627	114193522	+	0	NA	intron (NM_001354751, intron 4 of 6)	L2c|LINE|L2	-64732	NM_001372047	4837		NM_006169	ENSG00000166741	NNMT	-	nicotinamide N-methyltransferase	protein-coding
C16_NA_LUT_Up-807	chr3	165677848	165678329	+	0	NA	Intergenic	Intergenic	159335	NR_137636	590		NM_000055	ENSG00000114200	BCHE	BCHED|CHE1|CHE2|E1	butyrylcholinesterase	protein-coding
C16_NA_LUT_Up-126	chr10	3365238	3366151	+	0	NA	intron (NR_131187, intron 1 of 1)	intron (NR_131187, intron 1 of 1)	46999	NR_131187	105376360		NR_131187		LOC105376360	-	uncharacterized LOC105376360	ncRNA
C16_NA_LUT_Up-1403	chr7	4510901	4511577	+	0	NA	Intergenic	Intergenic	-171056	NM_001037165	221937		NM_001037165	ENSG00000164916	FOXK1	FOXK1L	forkhead box K1	protein-coding
C16_Up_LUT_NA-326	chr2	31287075	31287439	+	0	NA	Intergenic	L2b|LINE|L2	53105	NM_014600	30845		NM_014600	ENSG00000013016	EHD3	PAST3	EH domain containing 3	protein-coding
C16_NA_LUT_Up-205	chr11	9626792	9627426	+	0	NA	Intergenic	MER58C|DNA|hAT-Charlie	-36968	NM_001297714	23075		NM_015055	ENSG00000133789	SWAP70	HSPC321|SWAP-70	switching B cell complex subunit SWAP70	protein-coding
C16_NA_LUT_Up-873	chr3	80464284	80464540	+	0	NA	Intergenic	L1P4|LINE|L1	-300485	NR_147144	105377175		NR_147143	ENSG00000242781	LINC02050	-	long intergenic non-protein coding RNA 2050	ncRNA
C16_Up_LUT_Up-169	chr20	10619464	10619981	+	0	NA	intron (NM_001009608, intron 6 of 7)	intron (NM_001009608, intron 6 of 7)	29973	NR_106930	102465525		NR_106930	ENSG00000273745	MIR6870	hsa-mir-6870	microRNA 6870	ncRNA
C16_Up_LUT_NA-361	chr21	33314234	33314639	+	0	NA	Intergenic	MER76|LTR|ERVL	-9959	NM_001384504	3454		NM_000629	ENSG00000142166	IFNAR1	AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC|IMD106	interferon alpha and beta receptor subunit 1	protein-coding
C16_Up_LUT_NA-527	chr5	126139631	126140291	+	0	NA	Intergenic	Intergenic	-39616	NR_105042	102546228		NR_105042	ENSG00000248107	LINC02039	-	long intergenic non-protein coding RNA 2039	ncRNA
C16_NA_LUT_Up-413	chr14	95133044	95133679	+	0	NA	exon (NM_001195573, exon 1 of 25)	exon (NM_001195573, exon 1 of 25)	142	NM_001195573	23405		NM_030621	ENSG00000100697	DICER1	DCR1|Dicer|Dicer1e|GLOW|HERNA|K12H4.8-LIKE|MNG1|RMSE2|aviD	dicer 1, ribonuclease III	protein-coding
C16_Up_LUT_Up-28	chr10	10475708	10476421	+	0	NA	intron (NM_001326320, intron 1 of 16)	intron (NM_001326320, intron 1 of 16)	13514	NM_001326319	10659		NM_006561	ENSG00000048740	CELF2	BRUNOL3|CELF-2|CUG-BP2|CUGBP2|DEE97|ETR-3|ETR3|NAPOR	CUGBP Elav-like family member 2	protein-coding
C16_Up_LUT_NA-781	chrX	25156085	25157031	+	0	NA	Intergenic	L1MB8|LINE|L1	-140593	NM_139058	170302		NM_139058	ENSG00000004848	ARX	CT121|EIEE1|ISSX|MRX29|MRX32|MRX33|MRX36|MRX38|MRX43|MRX54|MRX76|MRX87|MRXS1|PRTS	aristaless related homeobox	protein-coding
C16_NA_LUT_Up-1423	chr7	79709554	79710274	+	0	NA	Intergenic	MER58A|DNA|hAT-Charlie	255954	NR_038343	100505881		NR_038343	ENSG00000234456	MAGI2-AS3	-	MAGI2 antisense RNA 3	ncRNA
C16_Up_LUT_NA-685	chr8	20412047	20412910	+	0	NA	Intergenic	MLT1H1|LTR|ERVL-MaLR	-108515	NM_021020	11178		NM_021020	ENSG00000061337	LZTS1	F37|FEZ1	leucine zipper tumor suppressor 1	protein-coding
